days,dt,cur_time_in_gmt,cpu_utilization_pctg,hour,cpu_utilization_pctg_extrapolated,is_extrapolated
3/14/2017 7:00,3/14/2017,3/14/2017 7:00,27.5,7,27.5,FALSE
3/14/2017 8:00,3/14/2017,3/14/2017 8:00,27.5,8,27.5,FALSE
3/14/2017 9:00,3/14/2017,3/14/2017 9:00,44.444,9,44.444,FALSE
3/14/2017 10:00,3/14/2017,3/14/2017 10:00,53.611,10,53.611,FALSE
3/14/2017 11:00,3/14/2017,3/14/2017 11:00,60.278,11,60.278,FALSE
3/14/2017 12:00,3/14/2017,3/14/2017 12:00,74.238,12,74.238,FALSE
3/14/2017 13:00,3/14/2017,3/14/2017 13:00,80.278,13,80.278,FALSE
3/14/2017 14:00,3/14/2017,3/14/2017 14:00,58.333,14,58.333,FALSE
3/14/2017 15:00,3/14/2017,3/14/2017 15:00,66.389,15,66.389,FALSE
3/14/2017 16:00,3/14/2017,3/14/2017 16:00,63.611,16,63.611,FALSE
3/14/2017 17:00,3/14/2017,3/14/2017 17:00,56.389,17,56.389,FALSE
3/14/2017 18:00,3/14/2017,3/14/2017 18:00,65,18,65,FALSE
3/14/2017 19:00,3/14/2017,3/14/2017 19:00,55.402,19,55.402,FALSE
3/14/2017 20:00,3/14/2017,3/14/2017 20:00,55.833,20,55.833,FALSE
3/14/2017 21:00,3/14/2017,3/14/2017 21:00,56.389,21,56.389,FALSE
3/14/2017 22:00,3/14/2017,3/14/2017 22:00,41.111,22,41.111,FALSE
3/14/2017 23:00,3/14/2017,3/14/2017 23:00,42.5,23,42.5,FALSE
3/15/2017 0:00,3/14/2017,3/15/2017 0:00,66.389,0,66.389,FALSE
3/15/2017 1:00,3/14/2017,3/15/2017 1:00,58.172,1,58.172,FALSE
3/15/2017 2:00,3/14/2017,3/15/2017 2:00,60.556,2,60.556,FALSE
3/15/2017 3:00,3/14/2017,3/15/2017 3:00,53.333,3,53.333,FALSE
3/15/2017 4:00,3/14/2017,3/15/2017 4:00,35.833,4,35.833,FALSE
3/15/2017 5:00,3/15/2017,3/15/2017 5:00,,5,36.25,TRUE
3/15/2017 6:00,3/15/2017,3/15/2017 6:00,30,6,30,FALSE
3/15/2017 7:00,3/15/2017,3/15/2017 7:00,28.056,7,28.056,FALSE
3/15/2017 8:00,3/15/2017,3/15/2017 8:00,27.424,8,27.424,FALSE
3/15/2017 9:00,3/15/2017,3/15/2017 9:00,45,9,45,FALSE
3/15/2017 10:00,3/15/2017,3/15/2017 10:00,59.444,10,59.444,FALSE
3/15/2017 11:00,3/15/2017,3/15/2017 11:00,61.389,11,61.389,FALSE
3/15/2017 12:00,3/15/2017,3/15/2017 12:00,76.389,12,76.389,FALSE
3/15/2017 13:00,3/15/2017,3/15/2017 13:00,83.056,13,83.056,FALSE
3/15/2017 14:00,3/15/2017,3/15/2017 14:00,61.219,14,61.219,FALSE
3/15/2017 15:00,3/15/2017,3/15/2017 15:00,69.167,15,69.167,FALSE
3/15/2017 16:00,3/15/2017,3/15/2017 16:00,66.111,16,66.111,FALSE
3/15/2017 17:00,3/15/2017,3/15/2017 17:00,60.278,17,60.278,FALSE
3/15/2017 18:00,3/15/2017,3/15/2017 18:00,51.944,18,51.944,FALSE
3/15/2017 19:00,3/15/2017,3/15/2017 19:00,50.833,19,50.833,FALSE
3/15/2017 20:00,3/15/2017,3/15/2017 20:00,68.611,20,68.611,FALSE
3/15/2017 21:00,3/15/2017,3/15/2017 21:00,51.524,21,51.524,FALSE
3/15/2017 22:00,3/15/2017,3/15/2017 22:00,43.611,22,43.611,FALSE
3/15/2017 23:00,3/15/2017,3/15/2017 23:00,43.333,23,43.333,FALSE
3/16/2017 0:00,3/15/2017,3/16/2017 0:00,63.889,0,63.889,FALSE
3/16/2017 1:00,3/15/2017,3/16/2017 1:00,54.444,1,54.444,FALSE
3/16/2017 2:00,3/15/2017,3/16/2017 2:00,60.833,2,60.833,FALSE
3/16/2017 3:00,3/15/2017,3/16/2017 3:00,51.801,3,51.801,FALSE
3/16/2017 4:00,3/15/2017,3/16/2017 4:00,39.167,4,39.167,FALSE
3/16/2017 5:00,3/16/2017,3/16/2017 5:00,,5,36.25,TRUE
3/16/2017 6:00,3/16/2017,3/16/2017 6:00,33.333,6,33.333,FALSE
3/16/2017 7:00,3/16/2017,3/16/2017 7:00,38.611,7,38.611,FALSE
3/16/2017 8:00,3/16/2017,3/16/2017 8:00,37.778,8,37.778,FALSE
3/16/2017 9:00,3/16/2017,3/16/2017 9:00,44.444,9,44.444,FALSE
3/16/2017 10:00,3/16/2017,3/16/2017 10:00,59.834,10,59.834,FALSE
3/16/2017 11:00,3/16/2017,3/16/2017 11:00,62.778,11,62.778,FALSE
3/16/2017 12:00,3/16/2017,3/16/2017 12:00,74.444,12,74.444,FALSE
3/16/2017 13:00,3/16/2017,3/16/2017 13:00,83.611,13,83.611,FALSE
3/16/2017 14:00,3/16/2017,3/16/2017 14:00,61.944,14,61.944,FALSE
3/16/2017 15:00,3/16/2017,3/16/2017 15:00,68.333,15,68.333,FALSE
3/16/2017 16:00,3/16/2017,3/16/2017 16:00,65.928,16,65.928,FALSE
3/16/2017 17:00,3/16/2017,3/16/2017 17:00,61.389,17,61.389,FALSE
3/16/2017 18:00,3/16/2017,3/16/2017 18:00,50.278,18,50.278,FALSE
3/16/2017 19:00,3/16/2017,3/16/2017 19:00,49.444,19,49.444,FALSE
3/16/2017 20:00,3/16/2017,3/16/2017 20:00,56.667,20,56.667,FALSE
3/16/2017 21:00,3/16/2017,3/16/2017 21:00,53.889,21,53.889,FALSE
3/16/2017 22:00,3/16/2017,3/16/2017 22:00,41.944,22,41.944,FALSE
3/16/2017 23:00,3/16/2017,3/16/2017 23:00,43.767,23,43.767,FALSE
3/17/2017 0:00,3/16/2017,3/17/2017 0:00,69.167,0,69.167,FALSE
3/17/2017 1:00,3/16/2017,3/17/2017 1:00,58.333,1,58.333,FALSE
3/17/2017 2:00,3/16/2017,3/17/2017 2:00,57.778,2,57.778,FALSE
3/17/2017 3:00,3/16/2017,3/17/2017 3:00,50.556,3,50.556,FALSE
3/17/2017 4:00,3/16/2017,3/17/2017 4:00,37.778,4,37.778,FALSE
3/17/2017 5:00,3/17/2017,3/17/2017 5:00,,5,36.25,TRUE
3/17/2017 6:00,3/17/2017,3/17/2017 6:00,35.278,6,35.278,FALSE
3/17/2017 7:00,3/17/2017,3/17/2017 7:00,27.5,7,27.5,FALSE
3/17/2017 8:00,3/17/2017,3/17/2017 8:00,29.722,8,29.722,FALSE
3/17/2017 9:00,3/17/2017,3/17/2017 9:00,53.056,9,53.056,FALSE
3/17/2017 10:00,3/17/2017,3/17/2017 10:00,60.556,10,60.556,FALSE
3/17/2017 11:00,3/17/2017,3/17/2017 11:00,63.435,11,63.435,FALSE
3/17/2017 12:00,3/17/2017,3/17/2017 12:00,75.833,12,75.833,FALSE
3/17/2017 13:00,3/17/2017,3/17/2017 13:00,85,13,85,FALSE
3/17/2017 14:00,3/17/2017,3/17/2017 14:00,62.222,14,62.222,FALSE
3/17/2017 15:00,3/17/2017,3/17/2017 15:00,70,15,70,FALSE
3/17/2017 16:00,3/17/2017,3/17/2017 16:00,64.722,16,64.722,FALSE
3/17/2017 17:00,3/17/2017,3/17/2017 17:00,55.278,17,55.278,FALSE
3/17/2017 18:00,3/17/2017,3/17/2017 18:00,46.814,18,46.814,FALSE
3/17/2017 19:00,3/17/2017,3/17/2017 19:00,47.778,19,47.778,FALSE
3/17/2017 20:00,3/17/2017,3/17/2017 20:00,45,20,45,FALSE
3/17/2017 21:00,3/17/2017,3/17/2017 21:00,72.778,21,72.778,FALSE
3/17/2017 22:00,3/17/2017,3/17/2017 22:00,70.833,22,70.833,FALSE
3/17/2017 23:00,3/17/2017,3/17/2017 23:00,69.444,23,69.444,FALSE
3/18/2017 0:00,3/17/2017,3/18/2017 0:00,82.548,0,82.548,FALSE
3/18/2017 1:00,3/17/2017,3/18/2017 1:00,75.833,1,75.833,FALSE
3/18/2017 2:00,3/17/2017,3/18/2017 2:00,77.222,2,77.222,FALSE
3/18/2017 3:00,3/17/2017,3/18/2017 3:00,61.389,3,61.389,FALSE
3/18/2017 4:00,3/17/2017,3/18/2017 4:00,70.278,4,70.278,FALSE
3/18/2017 5:00,,,,5,36.25,TRUE
3/18/2017 6:00,,,,6,34.444,TRUE
3/18/2017 7:00,,,,7,28.155,TRUE
3/18/2017 8:00,,,,8,31.389,TRUE
3/18/2017 9:00,,,,9,43.611,TRUE
3/18/2017 10:00,,,,10,57.778,TRUE
3/18/2017 11:00,,,,11,51.111,TRUE
3/18/2017 12:00,,,,12,68.931,TRUE
3/18/2017 13:00,,,,13,72.261,TRUE
3/18/2017 14:00,,,,14,80.264,TRUE
3/18/2017 15:00,,,,15,67.847,TRUE
3/18/2017 16:00,,,,16,69.667,TRUE
3/18/2017 17:00,,,,17,63.194,TRUE
3/18/2017 18:00,,,,18,56.528,TRUE
3/18/2017 19:00,,,,19,51.389,TRUE
3/18/2017 20:00,,,,20,46.125,TRUE
3/18/2017 21:00,,,,21,51.389,TRUE
3/18/2017 22:00,,,,22,46.111,TRUE
3/18/2017 23:00,,,,23,38.703,TRUE
3/19/2017 0:00,,,,0,49.583,TRUE
3/19/2017 1:00,,,,1,52.639,TRUE
3/19/2017 2:00,,,,2,55.417,TRUE
3/19/2017 3:00,,,,3,52.566,TRUE
3/19/2017 4:00,,,,4,41.056,TRUE
3/19/2017 5:00,3/19/2017,3/19/2017 5:00,,5,36.25,TRUE
3/19/2017 6:00,3/19/2017,3/19/2017 6:00,30.278,6,30.278,FALSE
3/19/2017 7:00,3/19/2017,3/19/2017 7:00,26.667,7,26.667,FALSE
3/19/2017 8:00,3/19/2017,3/19/2017 8:00,22.438,8,22.438,FALSE
3/19/2017 9:00,3/19/2017,3/19/2017 9:00,21.667,9,21.667,FALSE
3/19/2017 10:00,3/19/2017,3/19/2017 10:00,20.833,10,20.833,FALSE
3/19/2017 11:00,3/19/2017,3/19/2017 11:00,19.167,11,19.167,FALSE
3/19/2017 12:00,3/19/2017,3/19/2017 12:00,20.556,12,20.556,FALSE
3/19/2017 13:00,3/19/2017,3/19/2017 13:00,21.389,13,21.389,FALSE
3/19/2017 14:00,3/19/2017,3/19/2017 14:00,21.944,14,21.944,FALSE
3/19/2017 15:00,3/19/2017,3/19/2017 15:00,24.377,15,24.377,FALSE
3/19/2017 16:00,3/19/2017,3/19/2017 16:00,26.667,16,26.667,FALSE
3/19/2017 17:00,3/19/2017,3/19/2017 17:00,23.889,17,23.889,FALSE
3/19/2017 18:00,3/19/2017,3/19/2017 18:00,21.667,18,21.667,FALSE
3/19/2017 19:00,3/19/2017,3/19/2017 19:00,20.556,19,20.556,FALSE
3/19/2017 20:00,3/19/2017,3/19/2017 20:00,21.111,20,21.111,FALSE
3/19/2017 21:00,3/19/2017,3/19/2017 21:00,20.776,21,20.776,FALSE
3/19/2017 22:00,3/19/2017,3/19/2017 22:00,20.278,22,20.278,FALSE
3/19/2017 23:00,3/19/2017,3/19/2017 23:00,26.111,23,26.111,FALSE
3/20/2017 0:00,3/19/2017,3/20/2017 0:00,51.667,0,51.667,FALSE
3/20/2017 1:00,3/19/2017,3/20/2017 1:00,21.111,1,21.111,FALSE
3/20/2017 2:00,3/19/2017,3/20/2017 2:00,19.167,2,19.167,FALSE
3/20/2017 3:00,3/19/2017,3/20/2017 3:00,17.778,3,17.778,FALSE
3/20/2017 4:00,3/19/2017,3/20/2017 4:00,18.006,4,18.006,FALSE
3/20/2017 5:00,3/20/2017,3/20/2017 5:00,,5,36.25,TRUE
3/20/2017 6:00,3/20/2017,3/20/2017 6:00,22.5,6,22.5,FALSE
3/20/2017 7:00,3/20/2017,3/20/2017 7:00,30.833,7,30.833,FALSE
3/20/2017 8:00,3/20/2017,3/20/2017 8:00,34.722,8,34.722,FALSE
3/20/2017 9:00,3/20/2017,3/20/2017 9:00,47.222,9,47.222,FALSE
3/20/2017 10:00,3/20/2017,3/20/2017 10:00,58.172,10,58.172,FALSE
3/20/2017 11:00,3/20/2017,3/20/2017 11:00,60.556,11,60.556,FALSE
3/20/2017 12:00,3/20/2017,3/20/2017 12:00,74.444,12,74.444,FALSE
3/20/2017 13:00,3/20/2017,3/20/2017 13:00,84.167,13,84.167,FALSE
3/20/2017 14:00,3/20/2017,3/20/2017 14:00,60.278,14,60.278,FALSE
3/20/2017 15:00,3/20/2017,3/20/2017 15:00,68.333,15,68.333,FALSE
3/20/2017 16:00,3/20/2017,3/20/2017 16:00,65.278,16,65.278,FALSE
3/20/2017 17:00,3/20/2017,3/20/2017 17:00,55.125,17,55.125,FALSE
3/20/2017 18:00,3/20/2017,3/20/2017 18:00,48.056,18,48.056,FALSE
3/20/2017 19:00,3/20/2017,3/20/2017 19:00,43.611,19,43.611,FALSE
3/20/2017 20:00,3/20/2017,3/20/2017 20:00,45,20,45,FALSE
3/20/2017 21:00,3/20/2017,3/20/2017 21:00,47.5,21,47.5,FALSE
3/20/2017 22:00,3/20/2017,3/20/2017 22:00,36.944,22,36.944,FALSE
3/20/2017 23:00,3/20/2017,3/20/2017 23:00,44.875,23,44.875,FALSE
3/21/2017 0:00,3/20/2017,3/21/2017 0:00,63.611,0,63.611,FALSE
3/21/2017 1:00,3/20/2017,3/21/2017 1:00,51.389,1,51.389,FALSE
3/21/2017 2:00,3/20/2017,3/21/2017 2:00,56.667,2,56.667,FALSE
3/21/2017 3:00,3/20/2017,3/21/2017 3:00,46.111,3,46.111,FALSE
3/21/2017 4:00,3/20/2017,3/21/2017 4:00,36.389,4,36.389,FALSE
3/21/2017 5:00,3/21/2017,3/21/2017 5:00,,5,36.25,TRUE
3/21/2017 6:00,3/21/2017,3/21/2017 6:00,34.167,6,34.167,FALSE
3/21/2017 7:00,3/21/2017,3/21/2017 7:00,30.556,7,30.556,FALSE
3/21/2017 8:00,3/21/2017,3/21/2017 8:00,33.889,8,33.889,FALSE
3/21/2017 9:00,3/21/2017,3/21/2017 9:00,43.333,9,43.333,FALSE
3/21/2017 10:00,3/21/2017,3/21/2017 10:00,61.111,10,61.111,FALSE
3/21/2017 11:00,3/21/2017,3/21/2017 11:00,65.928,11,65.928,FALSE
3/21/2017 12:00,3/21/2017,3/21/2017 12:00,82.222,12,82.222,FALSE
3/21/2017 13:00,3/21/2017,3/21/2017 13:00,86.111,13,86.111,FALSE
3/21/2017 14:00,3/21/2017,3/21/2017 14:00,63.889,14,63.889,FALSE
3/21/2017 15:00,3/21/2017,3/21/2017 15:00,68.333,15,68.333,FALSE
3/21/2017 16:00,3/21/2017,3/21/2017 16:00,65.556,16,65.556,FALSE
3/21/2017 17:00,3/21/2017,3/21/2017 17:00,59.722,17,59.722,FALSE
3/21/2017 18:00,3/21/2017,3/21/2017 18:00,51.801,18,51.801,FALSE
3/21/2017 19:00,3/21/2017,3/21/2017 19:00,48.889,19,48.889,FALSE
3/21/2017 20:00,3/21/2017,3/21/2017 20:00,48.333,20,48.333,FALSE
3/21/2017 21:00,3/21/2017,3/21/2017 21:00,50.833,21,50.833,FALSE
3/21/2017 22:00,3/21/2017,3/21/2017 22:00,38.056,22,38.056,FALSE
3/21/2017 23:00,3/21/2017,3/21/2017 23:00,42.222,23,42.222,FALSE
3/22/2017 0:00,3/21/2017,3/22/2017 0:00,68.889,0,68.889,FALSE
3/22/2017 1:00,3/21/2017,3/22/2017 1:00,60.388,1,60.388,FALSE
3/22/2017 2:00,3/21/2017,3/22/2017 2:00,61.944,2,61.944,FALSE
3/22/2017 3:00,3/21/2017,3/22/2017 3:00,58.333,3,58.333,FALSE
3/22/2017 4:00,3/21/2017,3/22/2017 4:00,43.333,4,43.333,FALSE
3/22/2017 5:00,3/22/2017,3/22/2017 5:00,,5,36.25,TRUE
3/22/2017 6:00,3/22/2017,3/22/2017 6:00,35,6,35,FALSE
3/22/2017 7:00,3/22/2017,3/22/2017 7:00,27.701,7,27.701,FALSE
3/22/2017 8:00,3/22/2017,3/22/2017 8:00,31.944,8,31.944,FALSE
3/22/2017 9:00,3/22/2017,3/22/2017 9:00,46.111,9,46.111,FALSE
3/22/2017 10:00,3/22/2017,3/22/2017 10:00,63.056,10,63.056,FALSE
3/22/2017 11:00,3/22/2017,3/22/2017 11:00,63.889,11,63.889,FALSE
3/22/2017 12:00,3/22/2017,3/22/2017 12:00,76.667,12,76.667,FALSE
3/22/2017 13:00,3/22/2017,3/22/2017 13:00,84.488,13,84.488,FALSE
3/22/2017 14:00,3/22/2017,3/22/2017 14:00,60.833,14,60.833,FALSE
3/22/2017 15:00,3/22/2017,3/22/2017 15:00,67.778,15,67.778,FALSE
3/22/2017 16:00,3/22/2017,3/22/2017 16:00,62.5,16,62.5,FALSE
3/22/2017 17:00,3/22/2017,3/22/2017 17:00,54.722,17,54.722,FALSE
3/22/2017 18:00,3/22/2017,3/22/2017 18:00,48.333,18,48.333,FALSE
3/22/2017 19:00,3/22/2017,3/22/2017 19:00,44.167,19,44.167,FALSE
3/22/2017 20:00,3/22/2017,3/22/2017 20:00,47.645,20,47.645,FALSE
3/22/2017 21:00,3/22/2017,3/22/2017 21:00,48.333,21,48.333,FALSE
3/22/2017 22:00,3/22/2017,3/22/2017 22:00,36.111,22,36.111,FALSE
3/22/2017 23:00,3/22/2017,3/22/2017 23:00,40.833,23,40.833,FALSE
3/23/2017 0:00,3/22/2017,3/23/2017 0:00,65.833,0,65.833,FALSE
3/23/2017 1:00,3/22/2017,3/23/2017 1:00,53.056,1,53.056,FALSE
3/23/2017 2:00,3/22/2017,3/23/2017 2:00,55.679,2,55.679,FALSE
3/23/2017 3:00,3/22/2017,3/23/2017 3:00,46.389,3,46.389,FALSE
3/23/2017 4:00,3/22/2017,3/23/2017 4:00,37.778,4,37.778,FALSE
3/23/2017 5:00,3/23/2017,3/23/2017 5:00,,5,36.25,TRUE
3/23/2017 6:00,3/23/2017,3/23/2017 6:00,31.111,6,31.111,FALSE
3/23/2017 7:00,3/23/2017,3/23/2017 7:00,33.056,7,33.056,FALSE
3/23/2017 8:00,3/23/2017,3/23/2017 8:00,30,8,30,FALSE
3/23/2017 9:00,3/23/2017,3/23/2017 9:00,46.537,9,46.537,FALSE
3/23/2017 10:00,3/23/2017,3/23/2017 10:00,56.111,10,56.111,FALSE
3/23/2017 11:00,3/23/2017,3/23/2017 11:00,60.556,11,60.556,FALSE
3/23/2017 12:00,3/23/2017,3/23/2017 12:00,76.111,12,76.111,FALSE
3/23/2017 13:00,3/23/2017,3/23/2017 13:00,84.444,13,84.444,FALSE
3/23/2017 14:00,3/23/2017,3/23/2017 14:00,61.389,14,61.389,FALSE
3/23/2017 15:00,3/23/2017,3/23/2017 15:00,67.313,15,67.313,FALSE
3/23/2017 16:00,3/23/2017,3/23/2017 16:00,65,16,65,FALSE
3/23/2017 17:00,3/23/2017,3/23/2017 17:00,56.944,17,56.944,FALSE
3/23/2017 18:00,3/23/2017,3/23/2017 18:00,47.778,18,47.778,FALSE
3/23/2017 19:00,3/23/2017,3/23/2017 19:00,46.944,19,46.944,FALSE
3/23/2017 20:00,3/23/2017,3/23/2017 20:00,48.889,20,48.889,FALSE
3/23/2017 21:00,3/23/2017,3/23/2017 21:00,49.722,21,49.722,FALSE
3/23/2017 22:00,3/23/2017,3/23/2017 22:00,38.504,22,38.504,FALSE
3/23/2017 23:00,3/23/2017,3/23/2017 23:00,42.222,23,42.222,FALSE
3/24/2017 0:00,3/23/2017,3/24/2017 0:00,68.611,0,68.611,FALSE
3/24/2017 1:00,3/23/2017,3/24/2017 1:00,54.444,1,54.444,FALSE
3/24/2017 2:00,3/23/2017,3/24/2017 2:00,57.222,2,57.222,FALSE
3/24/2017 3:00,3/23/2017,3/24/2017 3:00,47.5,3,47.5,FALSE
3/24/2017 4:00,3/23/2017,3/24/2017 4:00,34.349,4,34.349,FALSE
3/24/2017 5:00,3/24/2017,3/24/2017 5:00,,5,36.25,TRUE
3/24/2017 6:00,3/24/2017,3/24/2017 6:00,37.222,6,37.222,FALSE
3/24/2017 7:00,3/24/2017,3/24/2017 7:00,33.611,7,33.611,FALSE
3/24/2017 8:00,3/24/2017,3/24/2017 8:00,30.556,8,30.556,FALSE
3/24/2017 9:00,3/24/2017,3/24/2017 9:00,47.222,9,47.222,FALSE
3/24/2017 10:00,3/24/2017,3/24/2017 10:00,58.611,10,58.611,FALSE
3/24/2017 11:00,3/24/2017,3/24/2017 11:00,59.557,11,59.557,FALSE
3/24/2017 12:00,3/24/2017,3/24/2017 12:00,76.944,12,76.944,FALSE
3/24/2017 13:00,3/24/2017,3/24/2017 13:00,84.722,13,84.722,FALSE
3/24/2017 14:00,3/24/2017,3/24/2017 14:00,61.667,14,61.667,FALSE
3/24/2017 15:00,3/24/2017,3/24/2017 15:00,66.667,15,66.667,FALSE
3/24/2017 16:00,3/24/2017,3/24/2017 16:00,62.778,16,62.778,FALSE
3/24/2017 17:00,3/24/2017,3/24/2017 17:00,55.125,17,55.125,FALSE
3/24/2017 18:00,3/24/2017,3/24/2017 18:00,51.944,18,51.944,FALSE
3/24/2017 19:00,3/24/2017,3/24/2017 19:00,53.056,19,53.056,FALSE
3/24/2017 20:00,3/24/2017,3/24/2017 20:00,48.333,20,48.333,FALSE
3/24/2017 21:00,3/24/2017,3/24/2017 21:00,75,21,75,FALSE
3/24/2017 22:00,3/24/2017,3/24/2017 22:00,70.278,22,70.278,FALSE
3/24/2017 23:00,3/24/2017,3/24/2017 23:00,72.299,23,72.299,FALSE
3/25/2017 0:00,3/24/2017,3/25/2017 0:00,86.111,0,86.111,FALSE
3/25/2017 1:00,3/24/2017,3/25/2017 1:00,79.444,1,79.444,FALSE
3/25/2017 2:00,3/24/2017,3/25/2017 2:00,82.778,2,82.778,FALSE
3/25/2017 3:00,3/24/2017,3/25/2017 3:00,69.722,3,69.722,FALSE
3/25/2017 4:00,3/24/2017,3/25/2017 4:00,59.444,4,59.444,FALSE
3/25/2017 5:00,3/25/2017,3/25/2017 5:00,,5,36.25,TRUE
3/25/2017 6:00,3/25/2017,3/25/2017 6:00,42.382,6,42.382,FALSE
3/25/2017 7:00,3/25/2017,3/25/2017 7:00,45,7,45,FALSE
3/25/2017 8:00,3/25/2017,3/25/2017 8:00,31.111,8,31.111,FALSE
3/25/2017 9:00,3/25/2017,3/25/2017 9:00,30.833,9,30.833,FALSE
3/25/2017 10:00,3/25/2017,3/25/2017 10:00,28.611,10,28.611,FALSE
3/25/2017 11:00,3/25/2017,3/25/2017 11:00,24.722,11,24.722,FALSE
3/25/2017 12:00,3/25/2017,3/25/2017 12:00,14.404,12,14.404,FALSE
3/25/2017 13:00,3/25/2017,3/25/2017 13:00,15.556,13,15.556,FALSE
3/25/2017 14:00,3/25/2017,3/25/2017 14:00,21.944,14,21.944,FALSE
3/25/2017 15:00,3/25/2017,3/25/2017 15:00,14.167,15,14.167,FALSE
3/25/2017 16:00,3/25/2017,3/25/2017 16:00,13.611,16,13.611,FALSE
3/25/2017 17:00,3/25/2017,3/25/2017 17:00,15.833,17,15.833,FALSE
3/25/2017 18:00,3/25/2017,3/25/2017 18:00,18.889,18,18.889,FALSE
3/25/2017 19:00,3/25/2017,3/25/2017 19:00,17.729,19,17.729,FALSE
3/25/2017 20:00,3/25/2017,3/25/2017 20:00,18.889,20,18.889,FALSE
3/25/2017 21:00,3/25/2017,3/25/2017 21:00,18.056,21,18.056,FALSE
3/25/2017 22:00,3/25/2017,3/25/2017 22:00,17.5,22,17.5,FALSE
3/25/2017 23:00,3/25/2017,3/25/2017 23:00,25.556,23,25.556,FALSE
3/26/2017 0:00,3/25/2017,3/26/2017 0:00,46.111,0,46.111,FALSE
3/26/2017 1:00,3/25/2017,3/26/2017 1:00,21.053,1,21.053,FALSE
3/26/2017 2:00,3/25/2017,3/26/2017 2:00,16.389,2,16.389,FALSE
3/26/2017 3:00,3/25/2017,3/26/2017 3:00,16.944,3,16.944,FALSE
3/26/2017 4:00,3/25/2017,3/26/2017 4:00,17.5,4,17.5,FALSE
3/26/2017 5:00,3/26/2017,3/26/2017 5:00,,5,36.25,TRUE
3/26/2017 6:00,3/26/2017,3/26/2017 6:00,26.111,6,26.111,FALSE
3/26/2017 7:00,3/26/2017,3/26/2017 7:00,21.667,7,21.667,FALSE
3/26/2017 8:00,3/26/2017,3/26/2017 8:00,21.053,8,21.053,FALSE
3/26/2017 9:00,3/26/2017,3/26/2017 9:00,21.667,9,21.667,FALSE
3/26/2017 10:00,3/26/2017,3/26/2017 10:00,21.389,10,21.389,FALSE
3/26/2017 11:00,3/26/2017,3/26/2017 11:00,23.056,11,23.056,FALSE
3/26/2017 12:00,3/26/2017,3/26/2017 12:00,22.778,12,22.778,FALSE
3/26/2017 13:00,3/26/2017,3/26/2017 13:00,17.222,13,17.222,FALSE
3/26/2017 14:00,3/26/2017,3/26/2017 14:00,24.377,14,24.377,FALSE
3/26/2017 15:00,3/26/2017,3/26/2017 15:00,28.056,15,28.056,FALSE
3/26/2017 16:00,3/26/2017,3/26/2017 16:00,21.667,16,21.667,FALSE
3/26/2017 17:00,3/26/2017,3/26/2017 17:00,21.667,17,21.667,FALSE
3/26/2017 18:00,3/26/2017,3/26/2017 18:00,23.056,18,23.056,FALSE
3/26/2017 19:00,3/26/2017,3/26/2017 19:00,19.722,19,19.722,FALSE
3/26/2017 20:00,3/26/2017,3/26/2017 20:00,16.898,20,16.898,FALSE
3/26/2017 21:00,3/26/2017,3/26/2017 21:00,22.222,21,22.222,FALSE
3/26/2017 22:00,3/26/2017,3/26/2017 22:00,18.056,22,18.056,FALSE
3/26/2017 23:00,3/26/2017,3/26/2017 23:00,26.389,23,26.389,FALSE
3/27/2017 0:00,3/26/2017,3/27/2017 0:00,49.167,0,49.167,FALSE
3/27/2017 1:00,3/26/2017,3/27/2017 1:00,22.222,1,22.222,FALSE
3/27/2017 2:00,3/26/2017,3/27/2017 2:00,20.833,2,20.833,FALSE
3/27/2017 3:00,3/26/2017,3/27/2017 3:00,20.222,3,20.222,FALSE
3/27/2017 4:00,3/26/2017,3/27/2017 4:00,20.556,4,20.556,FALSE
3/27/2017 5:00,3/27/2017,3/27/2017 5:00,,5,36.25,TRUE
3/27/2017 6:00,3/27/2017,3/27/2017 6:00,23.889,6,23.889,FALSE
3/27/2017 7:00,3/27/2017,3/27/2017 7:00,30.278,7,30.278,FALSE
3/27/2017 8:00,3/27/2017,3/27/2017 8:00,39.444,8,39.444,FALSE
3/27/2017 9:00,3/27/2017,3/27/2017 9:00,48.199,9,48.199,FALSE
3/27/2017 10:00,3/27/2017,3/27/2017 10:00,58.889,10,58.889,FALSE
3/27/2017 11:00,3/27/2017,3/27/2017 11:00,63.333,11,63.333,FALSE
3/27/2017 12:00,3/27/2017,3/27/2017 12:00,78.333,12,78.333,FALSE
3/27/2017 13:00,3/27/2017,3/27/2017 13:00,85.556,13,85.556,FALSE
3/27/2017 14:00,3/27/2017,3/27/2017 14:00,62.222,14,62.222,FALSE
3/27/2017 15:00,3/27/2017,3/27/2017 15:00,67.222,15,67.222,FALSE
3/27/2017 16:00,3/27/2017,3/27/2017 16:00,64.82,16,64.82,FALSE
3/27/2017 17:00,3/27/2017,3/27/2017 17:00,54.167,17,54.167,FALSE
3/27/2017 18:00,3/27/2017,3/27/2017 18:00,47.778,18,47.778,FALSE
3/27/2017 19:00,3/27/2017,3/27/2017 19:00,42.5,19,42.5,FALSE
3/27/2017 20:00,3/27/2017,3/27/2017 20:00,38.889,20,38.889,FALSE
3/27/2017 21:00,3/27/2017,3/27/2017 21:00,51.389,21,51.389,FALSE
3/27/2017 22:00,3/27/2017,3/27/2017 22:00,41.551,22,41.551,FALSE
3/27/2017 23:00,3/27/2017,3/27/2017 23:00,44.444,23,44.444,FALSE
